# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "0" "-t" "exon" "-g" "transcript_id" "-p" "-B" "-C" "-a" "/cromwell_root/broad-dsde-mint-dev-teststorage/demo/gencodev19_chr21.gtf" "-o" "demo.transcripts.counts.txt" "/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam
LIPI|ENST00000536861.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	15481134;15516944;15524894;15535740;15537544;15538683;15554079;15558282;15561355;15583121	15481401;15517120;15525005;15535844;15537711;15538772;15554180;15558390;15561740;15583166	-;-;-;-;-;-;-;-;-;-	1563	0
LIPI|ENST00000344577.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	15481134;15516944;15524894;15535740;15537544;15538683;15554079;15558282;15561355;15579136	15481401;15517120;15525005;15535844;15537711;15538772;15554180;15558390;15561740;15579270	-;-;-;-;-;-;-;-;-;-	1652	0
LIPI|ENST00000400211.2	chr21;chr21;chr21;chr21	15537572;15554079;15558282;15561355	15537711;15554180;15558390;15561424	-;-;-;-	421	0
FGF7P2|ENST00000332473.2	chr21;chr21	14721586;14722778	14721689;14722969	+;+	296	0
CSTB|ENST00000480147.1	chr21;chr21	45194071;45196085	45194640;45196187	-;-	673	0
CSTB|ENST00000291568.5	chr21;chr21;chr21	45192393;45194539;45196085	45194211;45194640;45196326	-;-;-	2163	0
KRTAP10-5|ENST00000400372.1	chr21	45999332	46000481	-	1150	0
RPS9P1|ENST00000419943.1	chr21	37504748	37505330	+	583	0
KCNE1|ENST00000399284.1	chr21;chr21;chr21	35821543;35830952;35883399	35821982;35831034;35883541	-;-;-	666	0
KCNE1|ENST00000399289.3	chr21;chr21;chr21	35818988;35830952;35831827	35821982;35831034;35831902	-;-;-	3154	0
KCNE1|ENST00000489175.1	chr21;chr21	35881754;35884325	35883613;35884505	-;-	2041	0
KCNE1|ENST00000432085.1	chr21;chr21;chr21	35818989;35830952;35831827	35821982;35831062;35831902	-;-;-	3181	0
KCNE1|ENST00000337385.3	chr21;chr21;chr21	35818989;35830952;35883399	35821982;35831062;35883613	-;-;-	3320	0
KCNE1|ENST00000416357.2	chr21;chr21	35821543;35827684	35821982;35828039	-;-	796	0
KCNE1|ENST00000399286.2	chr21;chr21;chr21;chr21	35821354;35830952;35883399;35884325	35821982;35831062;35883613;35884573	-;-;-;-	1204	0
YBEY|ENST00000468924.1	chr21;chr21;chr21	47706269;47706784;47711248	47706329;47707037;47711844	+;+;+	912	0
YBEY|ENST00000492864.1	chr21;chr21;chr21	47706368;47706784;47711248	47706651;47707037;47712111	+;+;+	1402	0
YBEY|ENST00000397692.1	chr21;chr21;chr21;chr21	47706298;47706784;47716076;47717453	47706329;47706902;47716144;47717665	+;+;+;+	433	0
YBEY|ENST00000339195.6	chr21;chr21;chr21;chr21	47706298;47706784;47716076;47717453	47706651;47707037;47716144;47717665	+;+;+;+	890	0
YBEY|ENST00000397691.1	chr21;chr21;chr21;chr21;chr21	47706559;47706784;47711248;47716076;47717453	47706657;47707037;47711376;47716144;47717665	+;+;+;+;+	764	0
YBEY|ENST00000329319.3	chr21;chr21;chr21;chr21;chr21	47706298;47706784;47711248;47716076;47717453	47706651;47707037;47711376;47716144;47717665	+;+;+;+;+	1019	0
YBEY|ENST00000397694.1	chr21;chr21;chr21;chr21;chr21	47706298;47706784;47711248;47716076;47717453	47706329;47706902;47711376;47716144;47717637	+;+;+;+;+	534	0
YBEY|ENST00000397701.4	chr21;chr21;chr21;chr21;chr21	47706251;47706784;47711248;47716076;47717453	47706329;47707037;47711376;47716144;47717665	+;+;+;+;+	744	0
ANKRD30BP2|ENST00000435744.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	14410529;14414823;14415100;14417484;14418557;14421286;14424117;14432898;14437496;14437879;14439173	14410745;14414937;14415273;14417591;14418694;14421350;14424210;14433204;14437563;14438020;14439354	+;+;+;+;+;+;+;+;+;+;+	1610	0
ANKRD30BP2|ENST00000507941.1	chr21;chr21	14410651;14417484	14410745;14418742	+;+	1354	0
ANKRD30BP2|ENST00000471407.1	chr21;chr21;chr21;chr21	14415105;14417484;14421286;14424117	14415273;14417591;14421350;14424439	+;+;+;+	665	0
ANKRD30BP2|ENST00000447861.1	chr21;chr21;chr21;chr21;chr21	14410481;14414823;14415100;14421286;14424117	14410745;14414937;14417591;14421350;14424439	+;+;+;+;+	3260	0
LINC00160|ENST00000430635.1	chr21;chr21;chr21;chr21;chr21;chr21	36096105;36096344;36105207;36106258;36106983;36109407	36096251;36096494;36105377;36106338;36107053;36109478	-;-;-;-;-;-	693	0
KRTAP13-6P|ENST00000508999.1	chr21	31728833	31729203	-	371	0
AP000146.2|ENST00000454182.1	chr21;chr21	26310745;26316237	26310938;26316294	-;-	252	0
AP000146.2|ENST00000444178.1	chr21;chr21	26310745;26365015	26310938;26365129	-;-	309	0
AP000146.2|ENST00000441666.1	chr21;chr21	26310745;26324225	26310938;26324471	-;-	441	0
KCNJ6|ENST00000288309.6	chr21;chr21;chr21;chr21	38997461;39086514;39212960;39285532	38997786;39087434;39213011;39285557	-;-;-;-	1325	0
KCNJ6|ENST00000609713.1	chr21;chr21;chr21;chr21	38979678;39086514;39212960;39288187	38997786;39087434;39213011;39288749	-;-;-;-	19645	0
LINC00159|ENST00000414877.1	chr21;chr21;chr21;chr21	33452629;33458517;33528720;33570087	33452830;33458608;33528814;33570125	-;-;-;-	428	0
LINC00159|ENST00000411605.1	chr21;chr21;chr21	33452629;33455787;33458517	33452830;33455930;33458608	-;-;-	438	0
AP001053.11|ENST00000543603.1	chr21;chr21	45228911;45230112	45229332;45230242	-;-	553	0
AP001053.11|ENST00000400385.2	chr21;chr21	45225639;45228682	45226469;45232448	-;-	4598	0
AP001053.11|ENST00000448247.1	chr21;chr21;chr21;chr21	45225639;45226845;45228682;45230112	45226469;45227120;45229332;45230242	-;-;-;-	1889	0
AP001053.11|ENST00000437258.1	chr21;chr21	45225639;45230112	45226469;45230212	-;-	932	0
KB-1466C5.1|ENST00000608410.1	chr21	27832222	27832533	-	312	0
BACH1-IT1|ENST00000504298.1	chr21;chr21;chr21;chr21	30723955;30724900;30733352;30733873	30724134;30724984;30733564;30734215	+;+;+;+	821	0
ADARB1|ENST00000389861.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46494515;46548317;46554630;46591525;46595645;46600245;46602500;46603277;46604838;46624470;46640751;46641933;46645462	46494708;46548488;46554747;46591599;46596579;46600359;46602668;46603425;46605006;46624651;46640929;46643492;46646475	+;+;+;+;+;+;+;+;+;+;+;+;+	5031	0
ADARB1|ENST00000460734.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46494484;46536848;46538479;46540709;46548317;46552130;46553474;46554630;46564546;46565079	46494708;46536953;46538534;46540874;46548488;46552221;46553597;46554747;46564877;46566210	+;+;+;+;+;+;+;+;+;+	2523	0
ADARB1|ENST00000389863.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46494515;46548317;46591525;46595645;46600245;46602500;46603277;46604389;46604838;46624470;46640751;46641933;46645462	46494708;46548488;46591599;46596579;46600359;46602668;46603425;46604508;46605006;46624651;46640929;46642022;46646475	+;+;+;+;+;+;+;+;+;+;+;+;+	3563	0
ADARB1|ENST00000492414.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46494515;46548317;46591525;46595645;46600245;46602500;46603277;46604838;46624470;46640751;46641933;46645462	46494708;46548488;46591599;46596579;46600359;46602668;46603425;46605006;46624651;46640929;46643492;46646475	+;+;+;+;+;+;+;+;+;+;+;+	4913	0
ADARB1|ENST00000539173.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46494493;46548317;46591525;46595645;46600245;46602500;46603277;46604389;46604838;46624470;46640751;46641933	46494708;46548488;46591599;46596579;46600359;46602668;46603425;46604508;46605006;46624651;46640929;46646478	+;+;+;+;+;+;+;+;+;+;+;+	7027	0
ADARB1|ENST00000481022.1	chr21;chr21	46596325;46596982	46596579;46597462	+;+	736	0
ADARB1|ENST00000464215.1	chr21;chr21;chr21	46548368;46554630;46591525	46548488;46554747;46591674	+;+;+	389	0
ADARB1|ENST00000348831.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46494515;46548317;46591525;46595645;46600245;46602500;46603277;46604838;46624470;46640751;46641933	46494708;46548488;46591599;46596579;46600359;46602668;46603425;46605006;46624651;46640929;46646475	+;+;+;+;+;+;+;+;+;+;+	6882	0
ADARB1|ENST00000437626.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46494515;46548317;46591525;46600245;46602500;46603277;46604838;46624470;46640751;46641933;46645462	46494708;46548488;46591599;46600359;46602668;46603425;46605006;46624651;46640929;46643492;46646474	+;+;+;+;+;+;+;+;+;+;+	3977	0
ADARB1|ENST00000449478.1	chr21;chr21;chr21;chr21	46540815;46548317;46591525;46595645	46540874;46548488;46591599;46596041	+;+;+;+	704	0
ADARB1|ENST00000360697.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46591557;46595645;46600245;46602500;46603277;46604389;46604838;46624470;46640751;46641933	46591599;46596579;46600359;46602668;46603425;46604508;46605006;46624651;46640929;46646475	+;+;+;+;+;+;+;+;+;+	6604	0
ADARB1|ENST00000462214.1	chr21;chr21;chr21;chr21	46493768;46548317;46554630;46556996	46493818;46548488;46554747;46557241	+;+;+;+	587	0
ADARB1|ENST00000496664.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46494515;46548317;46591525;46595645;46600245;46602500;46603277;46604389;46604838;46624470;46640751;46641933;46645462	46494708;46548488;46591599;46596579;46600359;46602668;46603425;46604508;46605006;46624651;46640929;46643492;46646475	+;+;+;+;+;+;+;+;+;+;+;+;+	5033	0
JAM2|ENST00000425221.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	27011910;27056195;27066068;27070989;27074482;27078291;27081746;27084652;27086952	27012200;27056260;27066220;27071191;27074581;27078398;27081761;27084694;27087648	+;+;+;+;+;+;+;+;+	1677	0
JAM2|ENST00000400532.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	27011584;27056195;27062178;27066068;27070989;27074482;27078291;27081746;27084652;27086543	27012200;27056260;27062285;27066220;27071191;27074581;27078398;27081761;27084694;27086885	+;+;+;+;+;+;+;+;+;+	1757	0
JAM2|ENST00000480456.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	27011584;27056195;27062178;27066068;27070989;27074482;27078291;27081746;27084652;27086952	27012200;27056260;27062285;27066220;27071191;27074581;27078398;27081761;27084694;27089874	+;+;+;+;+;+;+;+;+;+	4337	31
JAM2|ENST00000460679.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	27062178;27066068;27070989;27074482;27078291;27081746;27083679;27084652;27086952	27062285;27066220;27071191;27074581;27078398;27081761;27083880;27084694;27087043	+;+;+;+;+;+;+;+;+	1025	0
JAM2|ENST00000492962.1	chr21;chr21;chr21	27074490;27078291;27081746	27074581;27078398;27082491	+;+;+	946	0
JAM2|ENST00000477351.1	chr21;chr21;chr21	27083700;27084652;27086952	27083867;27084694;27087051	+;+;+	311	0
JAM2|ENST00000471689.1	chr21;chr21	27084331;27086952	27084694;27087201	+;+	614	0
JAM2|ENST00000312957.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	27011589;27056195;27062178;27066068;27070989;27074482;27078291;27084533;27084652;27086952	27012200;27056260;27062285;27066220;27071191;27074581;27078402;27084544;27084694;27087235	+;+;+;+;+;+;+;+;+;+	1693	0
C21orf91-OT1|ENST00000430815.1	chr21;chr21;chr21;chr21;chr21	19135632;19136078;19139903;19159345;19164794	19135904;19136178;19140015;19159527;19164840	-;-;-;-;-	717	0
C21orf91-OT1|ENST00000439392.1	chr21;chr21;chr21;chr21	19149721;19157865;19159345;19164794	19149936;19157929;19159527;19164826	-;-;-;-	497	0
C21orf91-OT1|ENST00000430401.1	chr21;chr21;chr21	19149721;19159345;19164794	19149936;19159527;19164826	-;-;-	432	0
RN7SKP147|ENST00000517154.1	chr21	21728965	21729208	+	244	0
AP001055.6|ENST00000424921.1	chr21;chr21;chr21	45578898;45579162;45579708	45579044;45579237;45579959	-;-;-	475	0
AP001055.6|ENST00000411694.1	chr21;chr21	45578623;45579708	45579237;45579955	-;-	863	0
AGPAT3|ENST00000398063.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45344889;45379515;45387827;45388999;45390534;45391269;45397927;45400870;45402185	45345332;45379740;45387996;45389160;45390687;45391371;45398002;45401068;45406417	+;+;+;+;+;+;+;+;+	5767	0
AGPAT3|ENST00000484865.1	chr21;chr21;chr21	45391284;45397927;45400870	45391371;45398002;45401293	+;+;+	588	0
AGPAT3|ENST00000398061.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45302425;45323838;45379515;45387827;45388999;45390534;45391269;45397927;45400870;45402185	45302496;45323900;45379740;45387996;45389160;45390687;45391371;45398002;45401068;45404554	+;+;+;+;+;+;+;+;+;+	3595	0
AGPAT3|ENST00000291572.8	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45285067;45323838;45379515;45387827;45388999;45390534;45391269;45397927;45400870;45402185	45285226;45323900;45379740;45387996;45389160;45390687;45391371;45398002;45401068;45406417	+;+;+;+;+;+;+;+;+;+	5546	0
AGPAT3|ENST00000481319.1	chr21;chr21;chr21;chr21	45379670;45380513;45387750;45388999	45379740;45380660;45387996;45389148	+;+;+;+	616	0
AGPAT3|ENST00000479117.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45379664;45380513;45387827;45388999;45390534;45391269;45397927;45400870;45402185	45379740;45380660;45387996;45389160;45390687;45391371;45398002;45401068;45402605	+;+;+;+;+;+;+;+;+	1510	0
AGPAT3|ENST00000398058.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45366811;45368155;45374431;45379515;45387827;45388999;45390534;45391269;45397927;45400870;45402185	45366939;45368210;45375123;45379740;45387996;45389160;45390687;45391371;45398002;45401068;45404554	+;+;+;+;+;+;+;+;+;+;+	4338	0
AGPAT3|ENST00000448287.1	chr21;chr21;chr21;chr21	45287123;45323838;45379515;45387827	45287227;45323900;45379740;45387886	+;+;+;+	454	0
AGPAT3|ENST00000448845.1	chr21;chr21;chr21	45366887;45368035;45379515	45366939;45368210;45379677	+;+;+	392	0
AGPAT3|ENST00000498670.1	chr21;chr21;chr21	45366891;45368035;45374431	45366939;45368223;45374983	+;+;+	791	0
AGPAT3|ENST00000327505.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45323772;45379515;45387827;45388999;45390534;45391269;45397927;45400870;45402185	45323900;45379740;45387996;45389160;45390687;45391371;45398002;45401068;45404554	+;+;+;+;+;+;+;+;+	3589	0
AGPAT3|ENST00000474735.1	chr21;chr21;chr21;chr21	45286500;45287020;45287374;45287558	45286546;45287227;45287475;45287627	+;+;+;+	427	0
AGPAT3|ENST00000497909.1	chr21;chr21	45370594;45374431	45370755;45375041	+;+	773	0
AGPAT3|ENST00000467358.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	45384810;45388999;45390534;45391269;45397927;45400870;45402185	45387996;45389160;45390687;45391371;45398002;45401068;45402258	+;+;+;+;+;+;+	3955	0
AGPAT3|ENST00000445582.1	chr21;chr21;chr21;chr21	45336153;45379515;45387827;45388999	45336302;45379740;45387996;45389034	+;+;+;+	582	0
AGPAT3|ENST00000546158.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45374429;45379515;45387827;45388999;45390534;45391269;45397927;45400870;45402185	45375123;45379740;45387996;45389160;45390687;45391371;45398002;45401068;45402598	+;+;+;+;+;+;+;+;+	2199	0
AGPAT3|ENST00000457068.1	chr21;chr21;chr21;chr21;chr21;chr21	45366831;45379515;45387827;45388999;45390534;45391269	45366939;45379740;45387996;45389160;45390687;45391371	+;+;+;+;+;+	924	0
AGPAT3|ENST00000422850.1	chr21;chr21;chr21;chr21;chr21;chr21	45370568;45379515;45387827;45388999;45390534;45391269	45370755;45379740;45387996;45389160;45390687;45391371	+;+;+;+;+;+	1003	0
SNORA81|ENST00000458922.1	chr21	33036619	33036795	+	177	0
KRT18P2|ENST00000447938.1	chr21	21797261	21798518	-	1258	0
BTG3|ENST00000339775.6	chr21;chr21;chr21;chr21;chr21;chr21	18965971;18970935;18976463;18977178;18981290;18985017	18966650;18971142;18976594;18977315;18981470;18985162	-;-;-;-;-;-	1485	0
BTG3|ENST00000471860.1	chr21;chr21	18966408;18970935	18966650;18971409	-;-	718	0
BTG3|ENST00000496601.1	chr21;chr21	18971039;18977178	18971142;18977451	-;-	378	0
BTG3|ENST00000348354.6	chr21;chr21;chr21;chr21;chr21	18965971;18970935;18977178;18981290;18985017	18966650;18971142;18977315;18981470;18985265	-;-;-;-;-	1456	0
BTG3|ENST00000464058.1	chr21;chr21	18981093;18985017	18981470;18985169	-;-	531	0
BTG3|ENST00000457956.1	chr21;chr21;chr21	18981325;18983975;18985017	18981470;18984092;18985263	-;-;-	511	0
NEK4P1|ENST00000433383.1	chr21	18582787	18583665	-	879	0
RPS20P1|ENST00000434853.1	chr21	37097045	37097398	-	354	0
KRTAP19-1|ENST00000390689.2	chr21	31852018	31852663	-	646	0
KRTAP26-1|ENST00000360542.3	chr21	31691452	31692607	-	1156	0
AP000704.5|ENST00000430068.1	chr21;chr21;chr21;chr21	38338812;38340854;38341901;38344065	38338911;38341107;38341920;38344128	+;+;+;+	438	0
FDPSP6|ENST00000425091.1	chr21	21760646	21761157	+	512	0
COL18A1-AS2|ENST00000446475.1	chr21;chr21;chr21;chr21	46827301;46827923;46828372;46829863	46827535;46828014;46828478;46829980	-;-;-;-	552	0
C21orf119|ENST00000534991.2	chr21	33765439	33766254	+	816	0
NCAM2|ENST00000486367.1	chr21;chr21;chr21;chr21;chr21	22611662;22652898;22656514;22658589;22664424	22611731;22652972;22656720;22658732;22664510	+;+;+;+;+	583	0
NCAM2|ENST00000284894.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	22370882;22664424;22696703;22707825;22710709;22746183;22782594;22790793;22804428;22838927;22840983;22849612;22881172;22906858;22910167	22370936;22664561;22696820;22707985;22710854;22746333;22782781;22790889;22804601;22839046;22841104;22849792;22881376;22906977;22910278	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2088	0
NCAM2|ENST00000535285.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	22519438;22582860;22652898;22656514;22658589;22664424;22696703;22707825;22710709;22746183;22757924	22519569;22583010;22652972;22656720;22658732;22664561;22696820;22707985;22710854;22746333;22757994	+;+;+;+;+;+;+;+;+;+;+	1494	0
NCAM2|ENST00000461281.1	chr21;chr21;chr21;chr21;chr21	22662397;22664424;22696703;22707825;22710709	22662471;22664561;22696820;22707985;22710798	+;+;+;+;+	582	0
NCAM2|ENST00000484983.1	chr21;chr21;chr21	22836061;22838927;22840983	22836158;22839046;22841104	+;+;+	340	0
NCAM2|ENST00000400546.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	22370633;22652898;22656514;22658589;22664424;22696703;22707825;22710709;22746183;22782594;22790793;22804428;22838927;22840983;22849612;22881172;22906858;22910167	22370936;22652972;22656720;22658732;22664561;22696820;22707985;22710854;22746333;22782781;22790889;22804601;22839046;22841104;22849792;22881376;22906977;22915650	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8135	0
ADAMTS1|ENST00000284984.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	28208066;28210758;28211906;28212194;28212595;28213317;28214177;28214658;28216544	28210597;28210933;28212081;28212380;28212881;28213484;28214309;28215004;28217728	-;-;-;-;-;-;-;-;-	5191	0
ADAMTS1|ENST00000464589.1	chr21;chr21;chr21;chr21	28208606;28210758;28212194;28213317	28210597;28212081;28212881;28214030	-;-;-;-	4718	0
ADAMTS1|ENST00000451462.1	chr21;chr21;chr21;chr21	28213439;28214177;28214658;28215785	28213484;28214309;28215004;28215859	-;-;-;-	601	0
ADAMTS1|ENST00000517452.1	chr21;chr21;chr21	28214288;28214658;28216061	28214309;28215004;28216096	-;-;-	405	0
ADAMTS1|ENST00000517777.1	chr21;chr21;chr21;chr21	28213396;28214177;28214658;28215309	28213484;28214309;28215004;28215337	-;-;-;-	598	0
ADAMTS1|ENST00000492656.1	chr21;chr21;chr21;chr21	28210412;28210758;28211906;28212194	28210597;28210933;28212081;28212808	-;-;-;-	1153	0
AP001579.1|ENST00000599569.1	chr21	46492796	46492927	-	132	0
AL592528.1|ENST00000380008.1	chr21;chr21;chr21	47247875;47252522;47256200	47251155;47252572;47256333	-;-;-	3466	0
WRB|ENST00000333781.5	chr21;chr21;chr21;chr21;chr21	40752170;40762624;40763695;40765092;40768792	40752412;40762789;40763762;40765206;40769815	+;+;+;+;+	1616	0
WRB|ENST00000415847.2	chr21;chr21;chr21	40763704;40765092;40777840	40763762;40765206;40778372	+;+;+	707	0
WRB|ENST00000478273.1	chr21;chr21	40782795;40800158	40782863;40800454	+;+	366	0
WRB|ENST00000398753.1	chr21;chr21;chr21;chr21;chr21	40752384;40762624;40763695;40765092;40768792	40752482;40762789;40763762;40765206;40769042	+;+;+;+;+	699	0
WRB|ENST00000487869.1	chr21;chr21;chr21	40752320;40762624;40763695	40752412;40762789;40763972	+;+;+	537	0
WRB|ENST00000466787.1	chr21;chr21;chr21;chr21;chr21	40759717;40762624;40763695;40765092;40768792	40759781;40763402;40763762;40765206;40769180	+;+;+;+;+	1416	0
WRB|ENST00000541890.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	40752280;40762624;40763695;40765092;40778488;40779719;40780532;40782770;40785766	40752412;40762789;40763762;40765206;40778657;40779843;40780603;40782863;40786214	+;+;+;+;+;+;+;+;+	1392	0
WRB|ENST00000380713.3	chr21;chr21;chr21;chr21	40758019;40762624;40763695;40765092	40758437;40762789;40763762;40765206	+;+;+;+	768	0
WRB|ENST00000380708.1	chr21;chr21;chr21;chr21;chr21	40759691;40762624;40763695;40765092;40768792	40759781;40762789;40763762;40765206;40769815	+;+;+;+;+	1464	0
WRB|ENST00000442773.1	chr21;chr21	40752413;40762624	40752847;40762729	+;+	541	0
WRB|ENST00000490860.1	chr21;chr21	40764822;40768792	40765206;40769030	+;+	624	0
WRB|ENST00000471468.1	chr21;chr21	40752340;40762624	40752412;40763131	+;+	581	0
WRB|ENST00000476914.1	chr21;chr21	40797797;40800158	40797960;40800454	+;+	461	0
WRB|ENST00000480690.1	chr21;chr21	40797845;40800250	40797960;40800454	+;+	321	0
AL773604.8|ENST00000417820.1	chr21;chr21	46222492;46223662	46222551;46224632	+;+	1031	0
CRYAA|ENST00000398133.1	chr21;chr21;chr21	44589711;44590627;44592181	44589963;44590749;44592404	+;+;+	600	0
CRYAA|ENST00000291554.2	chr21;chr21;chr21	44589118;44590627;44592181	44589398;44590749;44592915	+;+;+	1139	0
CRYAA|ENST00000398132.1	chr21;chr21;chr21	44590266;44590627;44592181	44590519;44590749;44592629	+;+;+	826	0
CRYAA|ENST00000482775.1	chr21;chr21;chr21;chr21	44589197;44589643;44590627;44592181	44589398;44589710;44590749;44592915	+;+;+;+	1128	0
CRYAA|ENST00000468016.1	chr21;chr21	44590337;44592181	44590749;44592748	+;+	981	0
FAM207CP|ENST00000443486.1	chr21	15164956	15165462	+	507	0
ERVH48-1|ENST00000447535.1	chr21;chr21	44336913;44345456	44339401;44345756	-;-	2790	0
PCBP2P1|ENST00000437262.1	chr21	40543056	40544032	-	977	0
AF129408.17|ENST00000608767.1	chr21	40556395	40556825	+	431	0
RPS26P5|ENST00000418544.1	chr21	17493630	17493964	-	335	0
PIGP|ENST00000329667.3	chr21;chr21;chr21	38437674;38439562;38444734	38438012;38439680;38444837	-;-;-	562	0
PIGP|ENST00000399102.1	chr21;chr21;chr21;chr21;chr21	38437674;38439562;38441852;38444734;38445148	38438012;38439680;38441924;38444837;38445200	-;-;-;-;-	688	0
PIGP|ENST00000360525.4	chr21;chr21;chr21;chr21;chr21	38431470;38439562;38441852;38444734;38445300	38438012;38439680;38441924;38444837;38445458	-;-;-;-;-	6998	0
PIGP|ENST00000399103.1	chr21;chr21;chr21;chr21;chr21	38437674;38439562;38441852;38444734;38445291	38438012;38439680;38441924;38444837;38445311	-;-;-;-;-	656	0
PIGP|ENST00000479152.1	chr21;chr21	38441567;38444734	38441924;38445023	-;-	648	0
PIGP|ENST00000430792.1	chr21;chr21;chr21	38441852;38444445;38444734	38441924;38444610;38445297	-;-;-	803	0
PIGP|ENST00000399098.1	chr21;chr21;chr21;chr21;chr21;chr21	38437674;38439562;38441852;38444445;38444734;38445300	38438012;38439680;38441924;38444610;38444837;38445470	-;-;-;-;-;-	972	0
PIGP|ENST00000464265.1	chr21;chr21;chr21;chr21	38435146;38439562;38441852;38444734	38438012;38439680;38441924;38445111	-;-;-;-	3437	0
SNORA51|ENST00000384418.1	chr21	41885071	41885206	+	136	0
ZBTB21|ENST00000398505.3	chr21;chr21;chr21;chr21	43406940;43412602;43423006;43430361	43411998;43414217;43423070;43430466	-;-;-;-	6846	0
ZBTB21|ENST00000449949.1	chr21;chr21;chr21;chr21	43414057;43423006;43429576;43430361	43414217;43423070;43429706;43430466	-;-;-;-	463	0
ZBTB21|ENST00000425521.1	chr21;chr21	43413849;43427929	43414217;43428166	-;-	607	0
ZBTB21|ENST00000398511.3	chr21;chr21	43408746;43430361	43414217;43430496	-;-	5608	0
ZBTB21|ENST00000398499.1	chr21;chr21;chr21;chr21	43408746;43422459;43423006;43430361	43414217;43422612;43423070;43430475	-;-;-;-	5806	0
ZBTB21|ENST00000310826.5	chr21;chr21;chr21	43406940;43423006;43430361	43414217;43423070;43430466	-;-;-	7449	0
ZBTB21|ENST00000398497.2	chr21;chr21;chr21;chr21	43414057;43422459;43423006;43430361	43414217;43422672;43423070;43430475	-;-;-;-	555	0
ZBTB21|ENST00000465968.1	chr21;chr21;chr21	43411515;43423006;43430361	43411998;43423070;43430442	-;-;-	631	0
RPSAP64|ENST00000451820.1	chr21	40266841	40267176	+	336	0
FAM207A|ENST00000291634.6	chr21;chr21;chr21;chr21;chr21;chr21	46359925;46363599;46380015;46386949;46393112;46396595	46360101;46363752;46380083;46387096;46393180;46396904	+;+;+;+;+;+	927	0
FAM207A|ENST00000397826.3	chr21;chr21;chr21;chr21;chr21;chr21	46359927;46363599;46380015;46386949;46393112;46396595	46360101;46363707;46380083;46387096;46393180;46396904	+;+;+;+;+;+	880	0
